unit_number,unit_price,total_price,win,discount_rate,unit_margin,unit_sold_number,total_margin
22 ,21164 ,465615 ,1 ,0.15344 ,6164 ,22 ,135608 
18 ,16558 ,298047 ,1 ,0.33768 ,1558 ,18 ,28044 
26 ,16782 ,436328 ,1 ,0.32872 ,1782 ,26 ,46332 
18 ,21655 ,389791 ,1 ,0.13380 ,6655 ,18 ,119790 
19 ,15258 ,289895 ,1 ,0.38968 ,258 ,19 ,4902 
14 ,19860 ,278038 ,1 ,0.20560 ,4860 ,14 ,68040 
31 ,19093 ,591892 ,1 ,0.23628 ,4093 ,31 ,126883 
19 ,19264 ,366010 ,1 ,0.22944 ,4264 ,19 ,81016 
33 ,17372 ,573268 ,1 ,0.30512 ,2372 ,33 ,78276 
25 ,17572 ,439297 ,1 ,0.29712 ,2572 ,25 ,64300 
19 ,16930 ,321673 ,1 ,0.32280 ,1930 ,19 ,36670 
14 ,16309 ,228332 ,1 ,0.34764 ,1309 ,14 ,18326 
10 ,21291 ,212913 ,1 ,0.14836 ,6291 ,10 ,62910 
10 ,16656 ,166560 ,1 ,0.33376 ,1656 ,10 ,16560 
14 ,21013 ,294185 ,1 ,0.15948 ,6013 ,14 ,84182 
19 ,21145 ,401748 ,1 ,0.15420 ,6145 ,19 ,116755 
13 ,17754 ,230801 ,1 ,0.28984 ,2754 ,13 ,35802 
17 ,19488 ,331301 ,1 ,0.22048 ,4488 ,17 ,76296 
35 ,20094 ,703294 ,1 ,0.19624 ,5094 ,35 ,178290 
20 ,16136 ,322723 ,1 ,0.35456 ,1136 ,20 ,22720 
27 ,19373 ,523067 ,1 ,0.22508 ,4373 ,27 ,118071 
11 ,16141 ,177552 ,1 ,0.35436 ,1141 ,11 ,12551 
13 ,18487 ,240332 ,1 ,0.26052 ,3487 ,13 ,45331 
22 ,20557 ,452250 ,1 ,0.17772 ,5557 ,22 ,122254 
31 ,18764 ,581685 ,1 ,0.24944 ,3764 ,31 ,116684 
17 ,17359 ,295096 ,1 ,0.30564 ,2359 ,17 ,40103 
21 ,22314 ,468595 ,1 ,0.10744 ,7314 ,21 ,153594 
32 ,16092 ,514957 ,1 ,0.35632 ,1092 ,32 ,34944 
27 ,19589 ,528914 ,1 ,0.21644 ,4589 ,27 ,123903 
15 ,20844 ,312666 ,1 ,0.16624 ,5844 ,15 ,87660 
15 ,16346 ,245188 ,1 ,0.34616 ,1346 ,15 ,20190 
13 ,15343 ,199458 ,1 ,0.38628 ,343 ,13 ,4459 
15 ,18033 ,270493 ,1 ,0.27868 ,3033 ,15 ,45495 
11 ,21079 ,231865 ,1 ,0.15684 ,6079 ,11 ,66869 
30 ,19612 ,588362 ,1 ,0.21552 ,4612 ,30 ,138360 
12 ,17363 ,208355 ,1 ,0.30548 ,2363 ,12 ,28356 
26 ,15873 ,412692 ,1 ,0.36508 ,873 ,26 ,22698 
11 ,18508 ,203588 ,1 ,0.25968 ,3508 ,11 ,38588 
12 ,16717 ,200600 ,1 ,0.33132 ,1717 ,12 ,20604 
33 ,18705 ,617272 ,1 ,0.25180 ,3705 ,33 ,122265 
27 ,17771 ,479807 ,1 ,0.28916 ,2771 ,27 ,74817 
12 ,15094 ,181131 ,1 ,0.39624 ,94 ,12 ,1128 
21 ,20506 ,430618 ,1 ,0.17976 ,5506 ,21 ,115626 
18 ,18032 ,324579 ,1 ,0.27872 ,3032 ,18 ,54576 
34 ,15065 ,512208 ,1 ,0.39740 ,65 ,34 ,2210 
21 ,22121 ,464536 ,1 ,0.11516 ,7121 ,21 ,149541 
13 ,21818 ,283634 ,0 ,0.12728 ,6818 ,0 ,0 
10 ,19419 ,194194 ,1 ,0.22324 ,4419 ,10 ,44190 
32 ,17592 ,562959 ,1 ,0.29632 ,2592 ,32 ,82944 
39 ,18087 ,705395 ,1 ,0.27652 ,3087 ,39 ,120393 
14 ,17363 ,243077 ,1 ,0.30548 ,2363 ,14 ,33082 
12 ,16224 ,194687 ,1 ,0.35104 ,1224 ,12 ,14688 
13 ,17647 ,229407 ,1 ,0.29412 ,2647 ,13 ,34411 
39 ,19005 ,741203 ,1 ,0.23980 ,4005 ,39 ,156195 
25 ,17577 ,439425 ,1 ,0.29692 ,2577 ,25 ,64425 
20 ,15468 ,309364 ,1 ,0.38128 ,468 ,20 ,9360 
37 ,22037 ,815374 ,1 ,0.11852 ,7037 ,37 ,260369 
12 ,15784 ,189407 ,1 ,0.36864 ,784 ,12 ,9408 
15 ,18280 ,274196 ,1 ,0.26880 ,3280 ,15 ,49200 
29 ,18198 ,527748 ,1 ,0.27208 ,3198 ,29 ,92742 
14 ,20307 ,284293 ,1 ,0.18772 ,5307 ,14 ,74298 
15 ,18506 ,277587 ,1 ,0.25976 ,3506 ,15 ,52590 
23 ,17213 ,395890 ,1 ,0.31148 ,2213 ,23 ,50899 
22 ,18650 ,410306 ,1 ,0.25400 ,3650 ,22 ,80300 
18 ,22035 ,396638 ,1 ,0.11860 ,7035 ,18 ,126630 
10 ,19542 ,195422 ,1 ,0.21832 ,4542 ,10 ,45420 
13 ,22129 ,287679 ,1 ,0.11484 ,7129 ,13 ,92677 
16 ,19955 ,319282 ,1 ,0.20180 ,4955 ,16 ,79280 
31 ,16937 ,525050 ,1 ,0.32252 ,1937 ,31 ,60047 
14 ,18219 ,255071 ,1 ,0.27124 ,3219 ,14 ,45066 
19 ,18538 ,352217 ,1 ,0.25848 ,3538 ,19 ,67222 
12 ,21183 ,254200 ,1 ,0.15268 ,6183 ,12 ,74196 
14 ,15854 ,221951 ,1 ,0.36584 ,854 ,14 ,11956 
31 ,17007 ,527218 ,1 ,0.31972 ,2007 ,31 ,62217 
13 ,18303 ,237936 ,1 ,0.26788 ,3303 ,13 ,42939 
16 ,19436 ,310975 ,1 ,0.22256 ,4436 ,16 ,70976 
18 ,21883 ,393893 ,1 ,0.12468 ,6883 ,18 ,123894 
29 ,21674 ,628559 ,1 ,0.13304 ,6674 ,29 ,193546 
32 ,21803 ,697704 ,1 ,0.12788 ,6803 ,32 ,217696 
14 ,22426 ,313968 ,1 ,0.10296 ,7426 ,14 ,103964 
20 ,18213 ,364254 ,1 ,0.27148 ,3213 ,20 ,64260 
32 ,17114 ,547634 ,1 ,0.31544 ,2114 ,32 ,67648 
10 ,18066 ,180659 ,1 ,0.27736 ,3066 ,10 ,30660 
10 ,15560 ,155596 ,1 ,0.37760 ,560 ,10 ,5600 
49 ,18460 ,904547 ,1 ,0.26160 ,3460 ,49 ,169540 
17 ,16442 ,279510 ,1 ,0.34232 ,1442 ,17 ,24514 
10 ,22148 ,221477 ,1 ,0.11408 ,7148 ,10 ,71480 
22 ,16632 ,365902 ,1 ,0.33472 ,1632 ,22 ,35904 
14 ,20282 ,283954 ,1 ,0.18872 ,5282 ,14 ,73948 
12 ,20388 ,244661 ,1 ,0.18448 ,5388 ,12 ,64656 
14 ,20954 ,293352 ,1 ,0.16184 ,5954 ,14 ,83356 
18 ,16261 ,292707 ,1 ,0.34956 ,1261 ,18 ,22698 
16 ,16571 ,265129 ,1 ,0.33716 ,1571 ,16 ,25136 
41 ,16236 ,665673 ,1 ,0.35056 ,1236 ,41 ,50676 
17 ,16022 ,272374 ,1 ,0.35912 ,1022 ,17 ,17374 
14 ,22053 ,308743 ,1 ,0.11788 ,7053 ,14 ,98742 
13 ,17219 ,223847 ,1 ,0.31124 ,2219 ,13 ,28847 
25 ,17548 ,438704 ,1 ,0.29808 ,2548 ,25 ,63700 
12 ,22260 ,267115 ,1 ,0.10960 ,7260 ,12 ,87120 
24 ,15707 ,376968 ,1 ,0.37172 ,707 ,24 ,16968 
22 ,18903 ,415869 ,1 ,0.24388 ,3903 ,22 ,85866 
38 ,16182 ,614911 ,1 ,0.35272 ,1182 ,38 ,44916 
14 ,17279 ,241910 ,1 ,0.30884 ,2279 ,14 ,31906 
13 ,22057 ,286745 ,1 ,0.11772 ,7057 ,13 ,91741 
10 ,22394 ,223944 ,1 ,0.10424 ,7394 ,10 ,73940 
31 ,21595 ,669455 ,1 ,0.13620 ,6595 ,31 ,204445 
26 ,17778 ,462217 ,1 ,0.28888 ,2778 ,26 ,72228 
14 ,20634 ,288876 ,1 ,0.17464 ,5634 ,14 ,78876 
19 ,17617 ,334724 ,1 ,0.29532 ,2617 ,19 ,49723 
40 ,19842 ,793674 ,1 ,0.20632 ,4842 ,40 ,193680 
35 ,20866 ,730309 ,1 ,0.16536 ,5866 ,35 ,205310 
11 ,21452 ,235971 ,1 ,0.14192 ,6452 ,11 ,70972 
17 ,16184 ,275129 ,1 ,0.35264 ,1184 ,17 ,20128 
21 ,21056 ,442182 ,1 ,0.15776 ,6056 ,21 ,127176 
10 ,16194 ,161937 ,1 ,0.35224 ,1194 ,10 ,11940 
13 ,18613 ,241969 ,1 ,0.25548 ,3613 ,13 ,46969 
19 ,16454 ,312634 ,1 ,0.34184 ,1454 ,19 ,27626 
13 ,16940 ,220223 ,1 ,0.32240 ,1940 ,13 ,25220 
22 ,20426 ,449374 ,1 ,0.18296 ,5426 ,22 ,119372 
21 ,19877 ,417422 ,1 ,0.20492 ,4877 ,21 ,102417 
21 ,15948 ,334902 ,1 ,0.36208 ,948 ,21 ,19908 
24 ,18338 ,440103 ,1 ,0.26648 ,3338 ,24 ,80112 
15 ,20018 ,300277 ,1 ,0.19928 ,5018 ,15 ,75270 
19 ,20832 ,395817 ,1 ,0.16672 ,5832 ,19 ,110808 
22 ,19982 ,439599 ,1 ,0.20072 ,4982 ,22 ,109604 
21 ,18621 ,391050 ,1 ,0.25516 ,3621 ,21 ,76041 
27 ,19112 ,516025 ,1 ,0.23552 ,4112 ,27 ,111024 
26 ,17759 ,461745 ,1 ,0.28964 ,2759 ,26 ,71734 
14 ,21574 ,302034 ,1 ,0.13704 ,6574 ,14 ,92036 
13 ,17615 ,228990 ,1 ,0.29540 ,2615 ,13 ,33995 
10 ,18257 ,182573 ,1 ,0.26972 ,3257 ,10 ,32570 
48 ,17944 ,861312 ,1 ,0.28224 ,2944 ,48 ,141312 
15 ,20311 ,304672 ,1 ,0.18756 ,5311 ,15 ,79665 
14 ,15060 ,210833 ,1 ,0.39760 ,60 ,14 ,840 
14 ,15067 ,210940 ,1 ,0.39732 ,67 ,14 ,938 
13 ,19496 ,253449 ,1 ,0.22016 ,4496 ,13 ,58448 
18 ,19005 ,342084 ,1 ,0.23980 ,4005 ,18 ,72090 
16 ,21894 ,350300 ,1 ,0.12424 ,6894 ,16 ,110304 
26 ,17082 ,444141 ,1 ,0.31672 ,2082 ,26 ,54132 
12 ,22063 ,264754 ,1 ,0.11748 ,7063 ,12 ,84756 
20 ,15131 ,302615 ,1 ,0.39476 ,131 ,20 ,2620 
24 ,15759 ,378227 ,1 ,0.36964 ,759 ,24 ,18216 
17 ,17078 ,290334 ,1 ,0.31688 ,2078 ,17 ,35326 
15 ,19350 ,290245 ,1 ,0.22600 ,4350 ,15 ,65250 
28 ,17309 ,484645 ,1 ,0.30764 ,2309 ,28 ,64652 
18 ,20811 ,374603 ,1 ,0.16756 ,5811 ,18 ,104598 
25 ,17581 ,439513 ,1 ,0.29676 ,2581 ,25 ,64525 
16 ,19708 ,315329 ,1 ,0.21168 ,4708 ,16 ,75328 
25 ,17740 ,443496 ,1 ,0.29040 ,2740 ,25 ,68500 
12 ,17563 ,210751 ,1 ,0.29748 ,2563 ,12 ,30756 
29 ,19527 ,566269 ,1 ,0.21892 ,4527 ,29 ,131283 
25 ,21465 ,536628 ,1 ,0.14140 ,6465 ,25 ,161625 
35 ,18079 ,632770 ,1 ,0.27684 ,3079 ,35 ,107765 
32 ,17724 ,567155 ,1 ,0.29104 ,2724 ,32 ,87168 
11 ,22402 ,246424 ,1 ,0.10392 ,7402 ,11 ,81422 
26 ,19982 ,519520 ,1 ,0.20072 ,4982 ,26 ,129532 
23 ,17687 ,406808 ,1 ,0.29252 ,2687 ,23 ,61801 
35 ,17911 ,626873 ,1 ,0.28356 ,2911 ,35 ,101885 
19 ,21674 ,411806 ,1 ,0.13304 ,6674 ,19 ,126806 
12 ,21787 ,261445 ,0 ,0.12852 ,6787 ,0 ,0 
12 ,21630 ,259561 ,1 ,0.13480 ,6630 ,12 ,79560 
13 ,21095 ,274239 ,1 ,0.15620 ,6095 ,13 ,79235 
26 ,15300 ,397809 ,1 ,0.38800 ,300 ,26 ,7800 
33 ,21092 ,696037 ,1 ,0.15632 ,6092 ,33 ,201036 
13 ,17966 ,233555 ,1 ,0.28136 ,2966 ,13 ,38558 
10 ,22432 ,224319 ,1 ,0.10272 ,7432 ,10 ,74320 
11 ,21947 ,241419 ,1 ,0.12212 ,6947 ,11 ,76417 
12 ,17430 ,209157 ,1 ,0.30280 ,2430 ,12 ,29160 
13 ,17866 ,232254 ,1 ,0.28536 ,2866 ,13 ,37258 
16 ,21072 ,337149 ,1 ,0.15712 ,6072 ,16 ,97152 
12 ,15989 ,191868 ,1 ,0.36044 ,989 ,12 ,11868 
10 ,21698 ,216981 ,1 ,0.13208 ,6698 ,10 ,66980 
14 ,20418 ,285846 ,1 ,0.18328 ,5418 ,14 ,75852 
20 ,19809 ,396176 ,1 ,0.20764 ,4809 ,20 ,96180 
12 ,21596 ,259153 ,1 ,0.13616 ,6596 ,12 ,79152 
38 ,17093 ,649522 ,1 ,0.31628 ,2093 ,38 ,79534 
13 ,20096 ,261246 ,1 ,0.19616 ,5096 ,13 ,66248 
22 ,17244 ,379366 ,1 ,0.31024 ,2244 ,22 ,49368 
25 ,22254 ,556354 ,1 ,0.10984 ,7254 ,25 ,181350 
12 ,17226 ,206715 ,1 ,0.31096 ,2226 ,12 ,26712 
13 ,19833 ,257824 ,1 ,0.20668 ,4833 ,13 ,62829 
29 ,19084 ,553429 ,1 ,0.23664 ,4084 ,29 ,118436 
15 ,21722 ,325826 ,1 ,0.13112 ,6722 ,15 ,100830 
12 ,19769 ,237229 ,1 ,0.20924 ,4769 ,12 ,57228 
15 ,17321 ,259817 ,1 ,0.30716 ,2321 ,15 ,34815 
12 ,18374 ,220484 ,1 ,0.26504 ,3374 ,12 ,40488 
16 ,17582 ,281313 ,1 ,0.29672 ,2582 ,16 ,41312 
14 ,17807 ,249303 ,1 ,0.28772 ,2807 ,14 ,39298 
33 ,20922 ,690424 ,1 ,0.16312 ,5922 ,33 ,195426 
11 ,16387 ,180262 ,1 ,0.34452 ,1387 ,11 ,15257 
30 ,19424 ,582727 ,1 ,0.22304 ,4424 ,30 ,132720 
38 ,20861 ,792720 ,1 ,0.16556 ,5861 ,38 ,222718 
16 ,16689 ,267016 ,1 ,0.33244 ,1689 ,16 ,27024 
10 ,18405 ,184051 ,1 ,0.26380 ,3405 ,10 ,34050 
10 ,22163 ,221634 ,1 ,0.11348 ,7163 ,10 ,71630 
39 ,20628 ,804488 ,1 ,0.17488 ,5628 ,39 ,219492 
29 ,19139 ,555038 ,1 ,0.23444 ,4139 ,29 ,120031 
22 ,22352 ,491747 ,0 ,0.10592 ,7352 ,0 ,0 
40 ,16691 ,667641 ,1 ,0.33236 ,1691 ,40 ,67640 
26 ,16618 ,432074 ,1 ,0.33528 ,1618 ,26 ,42068 
19 ,17267 ,328079 ,1 ,0.30932 ,2267 ,19 ,43073 
20 ,19771 ,395422 ,1 ,0.20916 ,4771 ,20 ,95420 
27 ,15705 ,424034 ,1 ,0.37180 ,705 ,27 ,19035 
16 ,22459 ,359338 ,1 ,0.10164 ,7459 ,16 ,119344 
13 ,16027 ,208353 ,1 ,0.35892 ,1027 ,13 ,13351 
21 ,21488 ,451242 ,1 ,0.14048 ,6488 ,21 ,136248 
31 ,15913 ,493301 ,1 ,0.36348 ,913 ,31 ,28303 
26 ,22459 ,583941 ,1 ,0.10164 ,7459 ,26 ,193934 
11 ,21181 ,232996 ,1 ,0.15276 ,6181 ,11 ,67991 
11 ,15854 ,174397 ,1 ,0.36584 ,854 ,11 ,9394 
10 ,17512 ,175123 ,1 ,0.29952 ,2512 ,10 ,25120 
33 ,16265 ,536753 ,1 ,0.34940 ,1265 ,33 ,41745 
13 ,20365 ,264739 ,1 ,0.18540 ,5365 ,13 ,69745 
10 ,21702 ,217019 ,1 ,0.13192 ,6702 ,10 ,67020 
14 ,17063 ,238876 ,1 ,0.31748 ,2063 ,14 ,28882 
33 ,20882 ,689121 ,1 ,0.16472 ,5882 ,33 ,194106 
11 ,20807 ,228874 ,1 ,0.16772 ,5807 ,11 ,63877 
15 ,16399 ,245992 ,1 ,0.34404 ,1399 ,15 ,20985 
37 ,16333 ,604309 ,1 ,0.34668 ,1333 ,37 ,49321 
12 ,18238 ,218854 ,1 ,0.27048 ,3238 ,12 ,38856 
10 ,15097 ,150970 ,1 ,0.39612 ,97 ,10 ,970 
22 ,17521 ,385468 ,1 ,0.29916 ,2521 ,22 ,55462 
11 ,22332 ,245648 ,1 ,0.10672 ,7332 ,11 ,80652 
34 ,20471 ,696026 ,1 ,0.18116 ,5471 ,34 ,186014 
10 ,21410 ,214105 ,1 ,0.14360 ,6410 ,10 ,64100 
21 ,16146 ,339064 ,1 ,0.35416 ,1146 ,21 ,24066 
19 ,21310 ,404894 ,1 ,0.14760 ,6310 ,19 ,119890 
11 ,15447 ,169914 ,1 ,0.38212 ,447 ,11 ,4917 
32 ,20526 ,656845 ,1 ,0.17896 ,5526 ,32 ,176832 
20 ,16121 ,322430 ,1 ,0.35516 ,1121 ,20 ,22420 
21 ,19322 ,405766 ,1 ,0.22712 ,4322 ,21 ,90762 
26 ,20638 ,536597 ,1 ,0.17448 ,5638 ,26 ,146588 
17 ,17914 ,304539 ,1 ,0.28344 ,2914 ,17 ,49538 
35 ,18663 ,653215 ,1 ,0.25348 ,3663 ,35 ,128205 
21 ,22176 ,465690 ,1 ,0.11296 ,7176 ,21 ,150696 
11 ,20716 ,227871 ,1 ,0.17136 ,5716 ,11 ,62876 
14 ,16156 ,226182 ,1 ,0.35376 ,1156 ,14 ,16184 
18 ,15189 ,273404 ,1 ,0.39244 ,189 ,18 ,3402 
23 ,16911 ,388960 ,1 ,0.32356 ,1911 ,23 ,43953 
14 ,15771 ,220792 ,1 ,0.36916 ,771 ,14 ,10794 
25 ,18136 ,453408 ,1 ,0.27456 ,3136 ,25 ,78400 
18 ,18922 ,340598 ,1 ,0.24312 ,3922 ,18 ,70596 
10 ,17392 ,173917 ,1 ,0.30432 ,2392 ,10 ,23920 
12 ,15865 ,190385 ,1 ,0.36540 ,865 ,12 ,10380 
34 ,21621 ,735104 ,1 ,0.13516 ,6621 ,34 ,225114 
19 ,17582 ,334063 ,1 ,0.29672 ,2582 ,19 ,49058 
27 ,18785 ,507194 ,1 ,0.24860 ,3785 ,27 ,102195 
13 ,22340 ,290424 ,1 ,0.10640 ,7340 ,13 ,95420 
21 ,21492 ,451335 ,1 ,0.14032 ,6492 ,21 ,136332 
17 ,20518 ,348812 ,1 ,0.17928 ,5518 ,17 ,93806 
14 ,22239 ,311340 ,1 ,0.11044 ,7239 ,14 ,101346 
12 ,17617 ,211407 ,1 ,0.29532 ,2617 ,12 ,31404 
34 ,21456 ,729503 ,1 ,0.14176 ,6456 ,34 ,219504 
12 ,18859 ,226305 ,1 ,0.24564 ,3859 ,12 ,46308 
38 ,19957 ,758369 ,1 ,0.20172 ,4957 ,38 ,188366 
15 ,20944 ,314154 ,1 ,0.16224 ,5944 ,15 ,89160 
13 ,18478 ,240209 ,1 ,0.26088 ,3478 ,13 ,45214 
17 ,21905 ,372382 ,0 ,0.12380 ,6905 ,0 ,0 
24 ,18417 ,442020 ,1 ,0.26332 ,3417 ,24 ,82008 
23 ,21173 ,486971 ,1 ,0.15308 ,6173 ,23 ,141979 
24 ,15641 ,375386 ,1 ,0.37436 ,641 ,24 ,15384 
25 ,19144 ,478592 ,1 ,0.23424 ,4144 ,25 ,103600 
12 ,16799 ,201585 ,1 ,0.32804 ,1799 ,12 ,21588 
10 ,20542 ,205424 ,1 ,0.17832 ,5542 ,10 ,55420 
10 ,22154 ,221535 ,1 ,0.11384 ,7154 ,10 ,71540 
14 ,17105 ,239465 ,1 ,0.31580 ,2105 ,14 ,29470 
17 ,15704 ,266967 ,1 ,0.37184 ,704 ,17 ,11968 
24 ,19127 ,459053 ,1 ,0.23492 ,4127 ,24 ,99048 
11 ,21754 ,239289 ,1 ,0.12984 ,6754 ,11 ,74294 
23 ,16575 ,381219 ,1 ,0.33700 ,1575 ,23 ,36225 
15 ,19157 ,287354 ,1 ,0.23372 ,4157 ,15 ,62355 
10 ,19010 ,190101 ,1 ,0.23960 ,4010 ,10 ,40100 
24 ,22275 ,534595 ,1 ,0.10900 ,7275 ,24 ,174600 
13 ,22027 ,286347 ,1 ,0.11892 ,7027 ,13 ,91351 
10 ,21703 ,217030 ,1 ,0.13188 ,6703 ,10 ,67030 
13 ,17605 ,228861 ,1 ,0.29580 ,2605 ,13 ,33865 
12 ,15634 ,187611 ,1 ,0.37464 ,634 ,12 ,7608 
18 ,18308 ,329541 ,1 ,0.26768 ,3308 ,18 ,59544 
11 ,15476 ,170240 ,1 ,0.38096 ,476 ,11 ,5236 
12 ,18013 ,216158 ,1 ,0.27948 ,3013 ,12 ,36156 
15 ,15749 ,236232 ,1 ,0.37004 ,749 ,15 ,11235 
13 ,18492 ,240402 ,1 ,0.26032 ,3492 ,13 ,45396 
27 ,16552 ,446910 ,1 ,0.33792 ,1552 ,27 ,41904 
10 ,16799 ,167990 ,1 ,0.32804 ,1799 ,10 ,17990 
18 ,16063 ,289126 ,1 ,0.35748 ,1063 ,18 ,19134 
13 ,15403 ,200242 ,1 ,0.38388 ,403 ,13 ,5239 
14 ,22112 ,309572 ,0 ,0.11552 ,7112 ,0 ,0 
10 ,17927 ,179267 ,1 ,0.28292 ,2927 ,10 ,29270 
22 ,19870 ,437143 ,1 ,0.20520 ,4870 ,22 ,107140 
22 ,19333 ,425330 ,1 ,0.22668 ,4333 ,22 ,95326 
13 ,17250 ,224244 ,1 ,0.31000 ,2250 ,13 ,29250 
14 ,19306 ,270282 ,1 ,0.22776 ,4306 ,14 ,60284 
16 ,16559 ,264943 ,1 ,0.33764 ,1559 ,16 ,24944 
17 ,19628 ,333677 ,1 ,0.21488 ,4628 ,17 ,78676 
13 ,15251 ,198269 ,1 ,0.38996 ,251 ,13 ,3263 
30 ,22063 ,661900 ,1 ,0.11748 ,7063 ,30 ,211890 
14 ,16146 ,226049 ,1 ,0.35416 ,1146 ,14 ,16044 
11 ,21386 ,235244 ,1 ,0.14456 ,6386 ,11 ,70246 
29 ,20115 ,583348 ,1 ,0.19540 ,5115 ,29 ,148335 
19 ,17391 ,330430 ,1 ,0.30436 ,2391 ,19 ,45429 
38 ,21406 ,813443 ,1 ,0.14376 ,6406 ,38 ,243428 
13 ,17293 ,224813 ,1 ,0.30828 ,2293 ,13 ,29809 
43 ,18974 ,815875 ,1 ,0.24104 ,3974 ,43 ,170882 
24 ,15582 ,373966 ,1 ,0.37672 ,582 ,24 ,13968 
11 ,17489 ,192375 ,1 ,0.30044 ,2489 ,11 ,27379 
22 ,20530 ,451671 ,1 ,0.17880 ,5530 ,22 ,121660 
14 ,18719 ,262059 ,1 ,0.25124 ,3719 ,14 ,52066 
18 ,21702 ,390630 ,1 ,0.13192 ,6702 ,18 ,120636 
10 ,16780 ,167804 ,1 ,0.32880 ,1780 ,10 ,17800 
11 ,17380 ,191177 ,1 ,0.30480 ,2380 ,11 ,26180 
17 ,19493 ,331383 ,1 ,0.22028 ,4493 ,17 ,76381 
20 ,21208 ,424153 ,1 ,0.15168 ,6208 ,20 ,124160 
15 ,15902 ,238528 ,1 ,0.36392 ,902 ,15 ,13530 
14 ,16575 ,232055 ,1 ,0.33700 ,1575 ,14 ,22050 
28 ,16424 ,459868 ,1 ,0.34304 ,1424 ,28 ,39872 
32 ,20386 ,652358 ,1 ,0.18456 ,5386 ,32 ,172352 
18 ,18398 ,331172 ,1 ,0.26408 ,3398 ,18 ,61164 
32 ,20083 ,642648 ,1 ,0.19668 ,5083 ,32 ,162656 
35 ,19416 ,679576 ,1 ,0.22336 ,4416 ,35 ,154560 
12 ,18465 ,221574 ,1 ,0.26140 ,3465 ,12 ,41580 
15 ,16489 ,247336 ,1 ,0.34044 ,1489 ,15 ,22335 
10 ,16965 ,169652 ,1 ,0.32140 ,1965 ,10 ,19650 
13 ,15141 ,196831 ,1 ,0.39436 ,141 ,13 ,1833 
11 ,22202 ,244220 ,1 ,0.11192 ,7202 ,11 ,79222 
16 ,15110 ,241760 ,1 ,0.39560 ,110 ,16 ,1760 
17 ,15914 ,270536 ,1 ,0.36344 ,914 ,17 ,15538 
21 ,20255 ,425357 ,1 ,0.18980 ,5255 ,21 ,110355 
13 ,15567 ,202377 ,1 ,0.37732 ,567 ,13 ,7371 
20 ,18795 ,375909 ,1 ,0.24820 ,3795 ,20 ,75900 
22 ,18649 ,410284 ,1 ,0.25404 ,3649 ,22 ,80278 
20 ,19151 ,383020 ,1 ,0.23396 ,4151 ,20 ,83020 
13 ,19851 ,258058 ,1 ,0.20596 ,4851 ,13 ,63063 
11 ,16866 ,185522 ,1 ,0.32536 ,1866 ,11 ,20526 
17 ,20050 ,340848 ,1 ,0.19800 ,5050 ,17 ,85850 
16 ,17026 ,272422 ,1 ,0.31896 ,2026 ,16 ,32416 
13 ,15517 ,201715 ,1 ,0.37932 ,517 ,13 ,6721 
11 ,20142 ,221564 ,1 ,0.19432 ,5142 ,11 ,56562 
10 ,18956 ,189558 ,1 ,0.24176 ,3956 ,10 ,39560 
30 ,21050 ,631496 ,1 ,0.15800 ,6050 ,30 ,181500 
15 ,19356 ,290338 ,1 ,0.22576 ,4356 ,15 ,65340 
11 ,18174 ,199917 ,1 ,0.27304 ,3174 ,11 ,34914 
14 ,18713 ,261988 ,1 ,0.25148 ,3713 ,14 ,51982 
21 ,17545 ,368444 ,1 ,0.29820 ,2545 ,21 ,53445 
10 ,17070 ,170704 ,1 ,0.31720 ,2070 ,10 ,20700 
14 ,20794 ,291116 ,1 ,0.16824 ,5794 ,14 ,81116 
21 ,19605 ,411715 ,1 ,0.21580 ,4605 ,21 ,96705 
18 ,19366 ,348588 ,1 ,0.22536 ,4366 ,18 ,78588 
18 ,21512 ,387211 ,1 ,0.13952 ,6512 ,18 ,117216 
43 ,18440 ,792905 ,1 ,0.26240 ,3440 ,43 ,147920 
11 ,19586 ,215444 ,1 ,0.21656 ,4586 ,11 ,50446 
13 ,19631 ,255205 ,1 ,0.21476 ,4631 ,13 ,60203 
11 ,21271 ,233981 ,1 ,0.14916 ,6271 ,11 ,68981 
11 ,15416 ,169579 ,1 ,0.38336 ,416 ,11 ,4576 
22 ,20661 ,454538 ,1 ,0.17356 ,5661 ,22 ,124542 
17 ,18761 ,318934 ,1 ,0.24956 ,3761 ,17 ,63937 
30 ,21652 ,649553 ,0 ,0.13392 ,6652 ,0 ,0 
34 ,15134 ,514543 ,1 ,0.39464 ,134 ,34 ,4556 
11 ,15077 ,165842 ,1 ,0.39692 ,77 ,11 ,847 
18 ,16386 ,294952 ,1 ,0.34456 ,1386 ,18 ,24948 
17 ,21224 ,360812 ,1 ,0.15104 ,6224 ,17 ,105808 
11 ,21455 ,236009 ,1 ,0.14180 ,6455 ,11 ,71005 
24 ,16430 ,394312 ,1 ,0.34280 ,1430 ,24 ,34320 
13 ,15978 ,207714 ,1 ,0.36088 ,978 ,13 ,12714 
27 ,22095 ,596568 ,1 ,0.11620 ,7095 ,27 ,191565 
26 ,19716 ,512609 ,1 ,0.21136 ,4716 ,26 ,122616 
27 ,19956 ,538804 ,1 ,0.20176 ,4956 ,27 ,133812 
24 ,20751 ,498029 ,1 ,0.16996 ,5751 ,24 ,138024 
14 ,21036 ,294506 ,1 ,0.15856 ,6036 ,14 ,84504 
